"ул. Авачинская, д. 01","ул. Авачинская, д. 02","ул. Авачинская, д. 03","ул. Авачинская, д. 04","ул. Авачинская, д. 05","ул. Авачинская, д. 06","ул. Авачинская, д. 07","ул. Авачинская, д. 08","ул. Авачинская, д. 09","ул. Авачинская, д. 10","ул. Авачинская, д. 11","ул. Авачинская, д. 12","ул. Авачинская, д. 13","ул. Авачинская, д. 14","ул. Авачинская, д. 15","ул. Авачинская, д. 16","ул. Авачинская, д. 17","ул. Авачинская, д. 18","ул. Авачинская, д. 19","ул. Авачинская, д. 20","ул. Авачинская, д. 21","ул. Авачинская, д. 22","ул. Авачинская, д. 23","ул. Авачинская, д. 24","ул. Авачинская, д. 25","ул. Авачинская, д. 26","ул. Авачинская, д. 27","ул. Авачинская, д. 28","ул. Авачинская, д. 29","ул. Авачинская, д. 30","ул. Авачинская, д. 31","ул. Авачинская, д. 32","ул. Авачинская, д. 33","ул. Авачинская, д. 34","ул. Авачинская, д. 35","ул. Авачинская, д. 36","ул. Авачинская, д. 37","ул. Авачинская, д. 38","ул. Авачинская, д. 39","ул. Авачинская, д. 40","ул. Авачинская, д. 41","ул. Авачинская, д. 42","ул. Авачинская, д. 43","ул. Авачинская, д. 44","ул. Авачинская, д. 45","ул. Авачинская, д. 46","ул. Авачинская, д. 47","ул. Авачинская, д. 48","ул. Авачинская, д. 49","ул. Авачинская, д. 50","ул. Авачинская, д. 51","ул. Авачинская, д. 52","ул. Авачинская, д. 53","ул. Авачинская, д. 54","ул. Авачинская, д. 55","ул. Авачинская, д. 56","ул. Авачинская, д. 57","ул. Авачинская, д. 58","ул. Авачинская, д. 59","ул. Авачинская, д. 60","ул. Авачинская, д. 61","ул. Авачинская, д. 62","ул. Авачинская, д. 63","ул. Авачинская, д. 64","ул. Авачинская, д. 65","ул. Авачинская, д. 66","ул. Авачинская, д. 67","ул. Авачинская, д. 68","ул. Авачинская, д. 69","ул. Авачинская, д. 70","ул. Авачинская, д. 71","ул. Авачинская, д. 72","ул. Авачинская, д. 73","ул. Авачинская, д. 74","ул. Авачинская, д. 75","ул. Авачинская, д. 76","ул. Авачинская, д. 77","ул. Авачинская, д. 78","ул. Авачинская, д. 79","ул. Авачинская, д. 80","ул. Авачинская, д. 81","ул. Авачинская, д. 82","ул. Авачинская, д. 83","ул. Авачинская, д. 84","ул. Авачинская, д. 85","ул. Авачинская, д. 86","ул. Авачинская, д. 87","ул. Авачинская, д. 88","ул. Авачинская, д. 89","ул. Авачинская, д. 90","ул. Авачинская, д. 91","ул. Авачинская, д. 92","ул. Авачинская, д. 93","ул. Авачинская, д. 94","ул. Авачинская, д. 95","ул. Авачинская, д. 96","ул. Авачинская, д. 97","ул. Авачинская, д. 98","ул. Авачинская, д. 99","ул. Авачинская, д. 100","ул. Кондратьева, д. 01","ул. Кондратьева, д. 02","ул. Кондратьева, д. 03","ул. Кондратьева, д. 04","ул. Кондратьева, д. 05","ул. Кондратьева, д. 06","ул. Кондратьева, д. 07","ул. Кондратьева, д. 08","ул. Кондратьева, д. 09","ул. Кондратьева, д. 10","ул. Кондратьева, д. 11","ул. Кондратьева, д. 12","ул. Кондратьева, д. 13","ул. Кондратьева, д. 14","ул. Кондратьева, д. 15","ул. Кондратьева, д. 16","ул. Кондратьева, д. 17","ул. Кондратьева, д. 18","ул. Кондратьева, д. 19","ул. Кондратьева, д. 20","ул. Кондратьева, д. 21","ул. Кондратьева, д. 22","ул. Кондратьева, д. 23","ул. Кондратьева, д. 24","ул. Кондратьева, д. 25","ул. Кондратьева, д. 26","ул. Кондратьева, д. 27","ул. Кондратьева, д. 28","ул. Кондратьева, д. 29","ул. Кондратьева, д. 30","ул. Кондратьева, д. 31","ул. Кондратьева, д. 32","ул. Кондратьева, д. 33","ул. Кондратьева, д. 34","ул. Кондратьева, д. 35","ул. Кондратьева, д. 36","ул. Кондратьева, д. 37","ул. Кондратьева, д. 38","ул. Кондратьева, д. 39","ул. Кондратьева, д. 40","ул. Кондратьева, д. 41","ул. Кондратьева, д. 42","ул. Кондратьева, д. 43","ул. Кондратьева, д. 44","ул. Кондратьева, д. 45","ул. Кондратьева, д. 46","ул. Кондратьева, д. 47","ул. Кондратьева, д. 48","ул. Кондратьева, д. 49","ул. Кондратьева, д. 50","ул. Кондратьева, д. 51","ул. Кондратьева, д. 52","ул. Кондратьева, д. 53","ул. Кондратьева, д. 54","ул. Кондратьева, д. 55","ул. Кондратьева, д. 56","ул. Кондратьева, д. 57","ул. Кондратьева, д. 58","ул. Кондратьева, д. 59","ул. Кондратьева, д. 60","ул. Кондратьева, д. 61","ул. Кондратьева, д. 62","ул. Кондратьева, д. 63","ул. Кондратьева, д. 64","ул. Кондратьева, д. 65","ул. Кондратьева, д. 66","ул. Кондратьева, д. 67","ул. Кондратьева, д. 68","ул. Кондратьева, д. 69","ул. Кондратьева, д. 70","ул. Кондратьева, д. 71","ул. Кондратьева, д. 72","ул. Кондратьева, д. 73","ул. Кондратьева, д. 74","ул. Кондратьева, д. 75","ул. Кондратьева, д. 76","ул. Кондратьева, д. 77","ул. Кондратьева, д. 78","ул. Кондратьева, д. 79","ул. Кондратьева, д. 80","ул. Кондратьева, д. 81","ул. Кондратьева, д. 82","ул. Кондратьева, д. 83","ул. Кондратьева, д. 84","ул. Кондратьева, д. 85","ул. Кондратьева, д. 86","ул. Кондратьева, д. 87","ул. Кондратьева, д. 88","ул. Кондратьева, д. 89","ул. Кондратьева, д. 90","ул. Кондратьева, д. 91","ул. Кондратьева, д. 92","ул. Кондратьева, д. 93","ул. Кондратьева, д. 94","ул. Кондратьева, д. 95","ул. Кондратьева, д. 96","ул. Кондратьева, д. 97","ул. Кондратьева, д. 98","ул. Кондратьева, д. 99","ул. Кондратьева, д. 100","ул. Причудная, д. 01","ул. Причудная, д. 02","ул. Причудная, д. 03","ул. Причудная, д. 04","ул. Причудная, д. 05","ул. Причудная, д. 06","ул. Причудная, д. 07","ул. Причудная, д. 08","ул. Причудная, д. 09","ул. Причудная, д. 10","ул. Причудная, д. 11","ул. Причудная, д. 12","ул. Причудная, д. 13","ул. Причудная, д. 14","ул. Причудная, д. 15","ул. Причудная, д. 16","ул. Причудная, д. 17","ул. Причудная, д. 18","ул. Причудная, д. 19","ул. Причудная, д. 20","ул. Причудная, д. 21","ул. Причудная, д. 22","ул. Причудная, д. 23","ул. Причудная, д. 24","ул. Причудная, д. 25","ул. Причудная, д. 26","ул. Причудная, д. 27","ул. Причудная, д. 28","ул. Причудная, д. 29","ул. Причудная, д. 30","ул. Причудная, д. 31","ул. Причудная, д. 32","ул. Причудная, д. 33","ул. Причудная, д. 34","ул. Причудная, д. 35","ул. Причудная, д. 36","ул. Причудная, д. 37","ул. Причудная, д. 38","ул. Причудная, д. 39","ул. Причудная, д. 40","ул. Причудная, д. 41","ул. Причудная, д. 42","ул. Причудная, д. 43","ул. Причудная, д. 44","ул. Причудная, д. 45","ул. Причудная, д. 46","ул. Причудная, д. 47","ул. Причудная, д. 48","ул. Причудная, д. 49","ул. Причудная, д. 50","ул. Причудная, д. 51","ул. Причудная, д. 52","ул. Причудная, д. 53","ул. Причудная, д. 54","ул. Причудная, д. 55","ул. Причудная, д. 56","ул. Причудная, д. 57","ул. Причудная, д. 58","ул. Причудная, д. 59","ул. Причудная, д. 60","ул. Причудная, д. 61","ул. Причудная, д. 62","ул. Причудная, д. 63","ул. Причудная, д. 64","ул. Причудная, д. 65","ул. Причудная, д. 66","ул. Причудная, д. 67","ул. Причудная, д. 68","ул. Причудная, д. 69","ул. Причудная, д. 70","ул. Причудная, д. 71","ул. Причудная, д. 72","ул. Причудная, д. 73","ул. Причудная, д. 74","ул. Причудная, д. 75","ул. Причудная, д. 76","ул. Причудная, д. 77","ул. Причудная, д. 78","ул. Причудная, д. 79","ул. Причудная, д. 80","ул. Причудная, д. 81","ул. Причудная, д. 82","ул. Причудная, д. 83","ул. Причудная, д. 84","ул. Причудная, д. 85","ул. Причудная, д. 86","ул. Причудная, д. 87","ул. Причудная, д. 88","ул. Причудная, д. 89","ул. Причудная, д. 90","ул. Причудная, д. 91","ул. Причудная, д. 92","ул. Причудная, д. 93","ул. Причудная, д. 94","ул. Причудная, д. 95","ул. Причудная, д. 96","ул. Причудная, д. 97","ул. Причудная, д. 98","ул. Причудная, д. 99","ул. Причудная, д. 100"
313,282,247,216,176,138,127,97,53,40,0,37,72,81,129,154,182,210,226,273,287,327,350,392,435,458,474,504,546,558,593,635,670,687,723,751,795,820,841,882,905,939,957,980,1011,1053,1087,1123,1155,1166,1185,1230,1252,1285,1310,1350,1391,1396,1442,1465,1494,1532,1545,1586,1633,1661,1666,1716,1742,1780,1811,1842,1868,1896,1917,1939,1983,2024,2047,2072,2111,2134,2157,2201,2223,2248,2290,2300,2347,2359,2406,2423,2466,2503,2528,2545,2591,2610,2654,2679,2702,2733,2765,2783,2835,2845,2880,2920,2953,2958,3000,3031,3046,3082,3128,3152,3181,3197,3252,3266,3304,3332,3345,3400,3406,3457,3471,3515,3548,3561,3602,3638,3666,3678,3709,3735,3789,3809,3844,3869,3889,3932,3949,3996,4024,4060,4080,4098,4138,4169,4209,4225,4274,4300,4320,4360,4392,4404,4430,4462,4488,4536,4563,4593,4634,4649,4672,4705,4752,4781,4804,4827,4853,4892,4931,4935,4977,5002,5040,5064,5094,5137,5171,5180,5230,5244,5283,5298,5342,5384,5404,5444,5449,5494,5532,5554,5595,5602,5634,5666,5708,5738,5746,5783,5824,5859,5881,5910,5934,5971,6000,6035,6065,6085,6124,6149,6166,6196,6240,6283,6298,6318,6352,6398,6408,6444,6471,6511,6539,6559,6607,6629,6669,6693,6725,6741,6777,6816,6832,6881,6912,6920,6968,7005,7025,7050,7071,7107,7130,7178,7201,7230,7275,7294,7328,7364,7393,7412,7443,7470,7493,7518,7572,7575,7620,7652,7684,7725,7725,7763,7787,7834,7851,7882,7907,7947,7990,8014,8045,8082,8106,8117,8153,8185,8210,8260,8294,8296,8333,8367,8385,8444,8457,8494,8511,8561,8574,8608,8645,8678
328,286,264,238,202,177,154,115,93,61,37,0,35,55,97,109,137,179,219,233,258,305,315,355,380,418,445,487,514,548,555,605,630,647,693,720,756,788,816,825,867,887,928,954,1003,1032,1044,1087,1106,1132,1168,1196,1217,1271,1287,1308,1359,1376,1402,1434,1481,1512,1519,1572,1580,1605,1665,1682,1724,1741,1784,1785,1821,1875,1877,1910,1940,1989,2015,2052,2074,2102,2118,2170,2197,2207,2255,2271,2295,2338,2367,2397,2419,2453,2479,2528,2536,2595,2611,2631,2675,2706,2734,2747,2775,2805,2853,2875,2920,2954,2962,2991,3025,3045,3088,3121,3136,3167,3222,3242,3274,3296,3328,3349,3395,3427,3453,3476,3497,3529,3575,3602,3630,3657,3689,3728,3756,3779,3811,3846,3863,3900,3935,3955,3988,4010,4064,4070,4119,4126,4157,4191,4225,4266,4298,4312,4357,4369,4402,4431,4458,4512,4519,4567,4586,4634,4665,4688,4709,4737,4768,4812,4829,4856,4902,4925,4961,4966,5021,5048,5082,5089,5131,5154,5193,5214,5249,5289,5321,5329,5382,5409,5445,5465,5501,5520,5552,5587,5601,5640,5683,5714,5728,5755,5794,5822,5860,5870,5895,5944,5961,6014,6029,6075,6100,6114,6140,6175,6218,6230,6271,6301,6322,6367,6386,6407,6457,6483,6507,6545,6562,6600,6645,6647,6679,6727,6755,6773,6803,6841,6867,6906,6917,6961,6992,7006,7044,7087,7115,7134,7163,7207,7230,7257,7302,7330,7363,7394,7419,7449,7467,7509,7525,7565,7576,7626,7657,7668,7710,7747,7769,7812,7841,7874,7893,7923,7948,7982,8006,8027,8060,8101,8135,8160,8176,8232,8252,8273,8296,8348,8373,8415,8439,8461,8500,8520,8550,8573,8622,8625
362,322,311,274,242,222,173,135,118,76,72,35,0,28,48,97,112,158,176,224,231,258,292,325,355,389,435,437,477,504,525,558,614,621,660,699,710,751,792,814,851,862,914,917,971,998,1019,1041,1070,1096,1138,1174,1191,1216,1246,1299,1315,1359,1385,1417,1446,1466,1505,1518,1566,1588,1607,1660,1681,1700,1749,1770,1793,1832,1850,1887,1931,1959,1965,2022,2053,2063,2088,2116,2149,2176,2229,2251,2282,2317,2345,2371,2385,2438,2450,2503,2530,2549,2588,2608,2647,2677,2696,2728,2749,2799,2829,2841,2888,2908,2927,2983,3011,3044,3067,3075,3121,3145,3167,3200,3240,3276,3290,3328,3373,3402,3417,3448,3489,3517,3539,3579,3588,3621,3659,3687,3715,3757,3765,3814,3825,3869,3891,3941,3964,3994,4007,4063,4077,4104,4134,4182,4192,4239,4259,4294,4314,4349,4375,4425,4426,4477,4485,4522,4546,4597,4631,4644,4673,4718,4734,4765,4805,4827,4852,4889,4913,4946,4971,5015,5048,5064,5108,5128,5150,5205,5216,5240,5289,5313,5349,5357,5401,5423,5464,5480,5531,5565,5581,5606,5643,5683,5696,5731,5774,5788,5814,5851,5890,5900,5935,5983,6013,6015,6071,6096,6129,6153,6194,6225,6232,6263,6309,6316,6365,6402,6422,6440,6476,6504,6525,6577,6588,6632,6675,6700,6728,6750,6781,6804,6836,6863,6908,6919,6947,6984,7031,7065,7077,7101,7142,7156,7209,7219,7257,7279,7316,7335,7371,7400,7429,7459,7515,7520,7546,7588,7609,7661,7668,7695,7734,7775,7802,7835,7866,7879,7918,7962,7982,8013,8043,8082,8087,8115,8168,8183,8229,8249,8265,8324,8347,8362,8385,8445,8456,8490,8532,8542,8573,8615
402,371,343,293,272,231,225,180,140,122,81,55,28,0,34,68,77,126,140,195,199,237,266,289,322,365,405,415,442,475,523,542,575,602,616,669,685,725,759,779,821,838,872,894,920,958,1004,1009,1048,1068,1104,1130,1171,1213,1227,1256,1275,1305,1348,1387,1420,1438,1457,1488,1539,1568,1599,1622,1652,1677,1722,1745,1780,1797,1841,1872,1880,1914,1960,1967,2017,2039,2069,2108,2141,2158,2198,2208,2254,2270,2317,2354,2357,2395,2421,2466,2499,2517,2537,2576,2601,2645,2679,2701,2737,2774,2800,2832,2843,2876,2897,2927,2984,3005,3020,3063,3089,3113,3162,3175,3216,3228,3274,3306,3332,3348,3379,3414,3454,3478,3512,3554,3565,3611,3627,3668,3678,3720,3738,3774,3807,3837,3871,3892,3943,3952,3996,4018,4037,4085,4098,4127,4162,4195,4235,4249,4294,4333,4363,4382,4409,4425,4455,4493,4527,4560,4601,4634,4639,4672,4706,4734,4777,4799,4845,4863,4881,4932,4936,4982,5004,5047,5069,5088,5131,5152,5182,5207,5239,5289,5315,5348,5363,5413,5425,5473,5497,5508,5536,5583,5612,5651,5682,5694,5733,5749,5780,5825,5845,5891,5920,5954,5958,6006,6029,6070,6084,6107,6140,6180,6196,6233,6258,6306,6322,6374,6402,6411,6463,6486,6503,6535,6559,6605,6620,6649,6681,6716,6759,6782,6817,6829,6860,6892,6921,6957,6976,7016,7035,7068,7110,7125,7162,7195,7224,7252,7279,7314,7362,7395,7396,7444,7483,7503,7539,7555,7588,7605,7657,7680,7697,7726,7773,7803,7835,7867,7896,7906,7965,7976,8009,8029,8083,8107,8130,8161,8205,8215,8243,8270,8308,8353,8368,8386,8426,8473,8493,8523,8539,8591
421,386,371,344,313,262,241,210,177,163,129,97,48,34,0,37,71,104,129,154,192,200,234,280,290,322,363,388,426,440,480,504,534,569,614,625,656,705,726,753,766,804,854,881,887,944,972,982,1017,1046,1081,1119,1128,1158,1198,1217,1246,1302,1319,1359,1371,1410,1451,1477,1514,1536,1549,1588,1621,1637,1679,1699,1737,1784,1811,1834,1855,1902,1927,1949,1971,2010,2046,2078,2095,2118,2162,2201,2220,2244,2292,2311,2328,2369,2398,2417,2460,2479,2507,2555,2580,2622,2655,2685,2705,2724,2749,2800,2811,2843,2891,2895,2932,2985,3001,3045,3073,3087,3128,3160,3182,3216,3252,3282,3293,3328,3362,3394,3414,3448,3487,3503,3528,3583,3589,3633,3647,3679,3720,3746,3786,3825,3847,3874,3907,3928,3948,3997,4028,4035,4085,4110,4133,4183,4211,4245,4273,4283,4335,4340,4392,4415,4446,4456,4488,4541,4547,4584,4606,4644,4687,4711,4742,4782,4793,4822,4874,4884,4928,4964,4965,5020,5047,5081,5086,5135,5165,5205,5209,5254,5267,5323,5348,5363,5386,5418,5447,5505,5533,5557,5573,5615,5633,5665,5690,5728,5767,5805,5822,5857,5865,5921,5926,5983,5990,6022,6062,6075,6121,6145,6184,6212,6228,6277,6290,6320,6354,6395,6430,6435,6491,6499,6546,6575,6598,6618,6652,6703,6735,6762,6778,6824,6834,6874,6910,6933,6947,6991,7017,7046,7070,7122,7149,7164,7208,7225,7271,7304,7324,7337,7382,7419,7436,7465,7493,7540,7573,7593,7611,7645,7683,7695,7726,7764,7798,7844,7871,7887,7920,7953,7966,8002,8033,8071,8112,8116,8150,8183,8229,8240,8282,8323,8329,8362,8394,8436,8459,8495,8521,8540
465,428,387,372,336,292,258,230,205,194,154,109,97,68,37,0,18,72,84,123,162,183,208,247,261,306,329,374,403,413,445,469,511,531,558,615,626,673,704,717,759,775,795,836,866,911,927,964,977,1014,1055,1079,1123,1153,1164,1206,1236,1249,1295,1320,1354,1392,1413,1449,1475,1488,1530,1549,1580,1611,1654,1665,1697,1740,1778,1785,1820,1872,1888,1914,1935,1984,2015,2050,2070,2085,2122,2160,2194,2205,2243,2289,2302,2328,2356,2388,2424,2450,2485,2531,2540,2565,2609,2629,2656,2697,2737,2748,2793,2828,2844,2873,2918,2934,2974,3005,3040,3056,3101,3134,3156,3173,3212,3242,3260,3295,3322,3367,3390,3430,3458,3473,3513,3545,3560,3609,3629,3650,3684,3720,3740,3786,3815,3829,3869,3912,3926,3962,4000,4031,4051,4088,4107,4132,4171,4212,4230,4251,4284,4307,4358,4384,4402,4432,4466,4514,4526,4575,4598,4617,4640,4672,4715,4751,4781,4785,4824,4846,4899,4914,4952,4988,5012,5030,5078,5088,5123,5157,5182,5235,5251,5287,5317,5341,5367,5413,5418,5463,5482,5530,5554,5569,5611,5626,5669,5701,5742,5754,5789,5831,5858,5883,5901,5931,5984,6004,6030,6053,6079,6129,6155,6176,6211,6248,6266,6289,6329,6347,6404,6429,6437,6490,6521,6533,6569,6593,6642,6664,6700,6723,6745,6789,6796,6826,6883,6888,6920,6965,6977,7026,7063,7080,7118,7131,7160,7197,7238,7250,7278,7320,7339,7381,7410,7436,7459,7501,7545,7563,7575,7622,7663,7684,7709,7750,7770,7785,7819,7845,7880,7908,7937,7980,8017,8031,8075,8098,8117,8158,8186,8205,8246,8295,8302,8325,8380,8407,8445,8450,8488,8533
477,435,423,380,369,330,287,275,242,209,182,137,112,77,71,18,0,32,46,95,119,146,184,197,242,256,307,316,356,390,423,463,470,510,547,561,602,624,662,700,720,753,774,821,832,872,907,919,975,995,1013,1042,1071,1104,1139,1172,1190,1238,1258,1298,1306,1365,1380,1402,1455,1483,1510,1528,1553,1585,1623,1662,1673,1725,1752,1767,1801,1819,1874,1881,1909,1947,1981,2016,2025,2067,2108,2131,2153,2205,2221,2253,2282,2316,2343,2370,2404,2438,2466,2485,2518,2543,2588,2606,2633,2672,2692,2719,2760,2801,2811,2853,2895,2905,2936,2981,3013,3020,3047,3090,3115,3151,3177,3225,3233,3263,3296,3331,3353,3375,3406,3450,3494,3506,3535,3582,3585,3627,3652,3688,3734,3742,3766,3797,3854,3869,3891,3925,3953,3994,4006,4048,4080,4107,4153,4180,4197,4231,4261,4300,4331,4360,4370,4407,4426,4466,4496,4533,4571,4577,4614,4663,4687,4722,4726,4765,4792,4824,4862,4882,4920,4938,4986,5000,5052,5077,5091,5117,5164,5200,5223,5259,5293,5312,5337,5357,5409,5433,5455,5498,5506,5537,5581,5607,5636,5663,5701,5720,5749,5799,5823,5841,5880,5922,5939,5955,6012,6040,6062,6097,6130,6137,6166,6206,6231,6256,6310,6336,6375,6403,6419,6450,6470,6510,6529,6563,6585,6638,6648,6683,6726,6736,6778,6818,6847,6863,6906,6930,6961,6976,7023,7063,7085,7114,7148,7167,7185,7217,7263,7292,7313,7365,7387,7417,7439,7461,7511,7521,7563,7587,7633,7660,7693,7720,7742,7759,7790,7822,7866,7882,7918,7963,7991,8009,8038,8056,8096,8136,8162,8201,8210,8242,8268,8295,8329,8365,8408,8441,8475,8499
518,490,454,421,398,367,340,290,282,238,210,179,158,126,104,72,32,0,28,50,100,123,137,191,206,253,276,314,336,369,390,417,453,467,508,531,579,600,630,670,699,731,747,767,805,852,879,901,916,963,1004,1018,1057,1084,1125,1128,1162,1200,1221,1267,1295,1330,1355,1389,1415,1449,1466,1507,1537,1575,1600,1623,1656,1681,1701,1732,1763,1808,1839,1850,1875,1920,1953,1993,1999,2047,2064,2089,2145,2162,2187,2219,2253,2269,2301,2353,2363,2390,2423,2452,2488,2527,2552,2593,2618,2645,2677,2699,2728,2774,2783,2818,2855,2895,2925,2938,2978,3014,3016,3073,3099,3131,3147,3175,3224,3255,3278,3291,3329,3361,3395,3410,3443,3474,3498,3553,3576,3608,3627,3672,3703,3721,3735,3792,3815,3842,3868,3914,3931,3948,4005,4011,4036,4068,4106,4145,4160,4210,4221,4273,4276,4306,4358,4394,4399,4436,4461,4503,4524,4561,4591,4622,4653,4672,4723,4748,4767,4809,4840,4864,4899,4913,4952,4970,5001,5037,5060,5089,5119,5157,5198,5222,5235,5287,5301,5355,5360,5394,5436,5457,5479,5516,5536,5584,5616,5654,5667,5709,5730,5747,5792,5815,5860,5870,5899,5935,5972,6009,6039,6054,6085,6128,6146,6172,6214,6236,6271,6308,6334,6375,6392,6409,6446,6479,6511,6554,6578,6601,6618,6658,6704,6714,6765,6784,6818,6850,6875,6900,6943,6957,7002,7029,7040,7083,7097,7154,7183,7212,7241,7275,7275,7325,7356,7386,7395,7432,7475,7503,7535,7560,7583,7605,7646,7681,7709,7730,7776,7785,7841,7859,7891,7910,7958,7994,8001,8037,8056,8096,8128,8147,8195,8210,8240,8294,8324,8333,8363,8402,8428,8454
534,500,491,444,427,377,350,316,299,266,226,219,176,140,129,84,46,28,0,18,51,81,113,150,174,223,241,281,297,329,373,379,417,463,481,524,554,558,599,619,659,686,707,738,783,810,844,871,906,928,965,991,1013,1043,1082,1102,1136,1165,1206,1238,1272,1275,1330,1352,1392,1415,1448,1480,1505,1529,1554,1586,1631,1643,1672,1696,1755,1760,1808,1819,1861,1899,1915,1947,1981,2013,2027,2078,2108,2144,2158,2198,2222,2241,2295,2296,2342,2366,2405,2445,2461,2491,2530,2556,2588,2597,2651,2664,2713,2739,2760,2779,2818,2850,2871,2907,2928,2984,2996,3029,3064,3092,3106,3149,3195,3216,3252,3267,3304,3329,3352,3395,3413,3454,3465,3505,3528,3566,3603,3639,3671,3697,3720,3739,3794,3819,3845,3856,3902,3939,3957,4004,4020,4062,4079,4105,4131,4166,4215,4220,4263,4304,4332,4354,4371,4412,4445,4460,4505,4538,4558,4597,4624,4638,4666,4698,4727,4761,4790,4832,4869,4904,4910,4952,4984,5024,5038,5083,5097,5136,5171,5187,5235,5235,5268,5302,5336,5381,5409,5434,5460,5502,5515,5555,5571,5618,5627,5664,5694,5727,5763,5795,5823,5863,5875,5919,5937,5964,5989,6033,6056,6091,6120,6141,6181,6224,6225,6276,6314,6342,6370,6379,6405,6454,6474,6503,6539,6566,6595,6642,6661,6704,6724,6753,6769,6816,6835,6885,6895,6938,6948,6992,7007,7040,7092,7114,7127,7164,7194,7222,7253,7290,7316,7347,7391,7417,7442,7474,7498,7518,7569,7604,7614,7652,7675,7706,7736,7761,7796,7823,7874,7901,7933,7946,7987,8008,8047,8067,8095,8145,8171,8182,8208,8236,8282,8320,8344,8383,8391,8419
572,540,524,492,460,414,383,368,337,300,273,233,224,195,154,123,95,50,18,0,21,57,101,115,140,193,220,239,261,288,317,353,402,422,463,469,516,553,555,610,642,645,688,728,749,766,800,830,875,886,916,975,987,1022,1044,1065,1112,1155,1162,1194,1228,1268,1282,1307,1347,1374,1398,1435,1480,1513,1530,1566,1591,1607,1653,1683,1717,1746,1761,1802,1842,1862,1890,1917,1953,1979,1997,2025,2069,2102,2139,2172,2196,2235,2263,2265,2322,2339,2371,2408,2439,2472,2504,2526,2560,2587,2598,2642,2675,2705,2728,2773,2793,2824,2860,2887,2913,2926,2985,3003,3019,3064,3080,3120,3157,3187,3200,3231,3260,3298,3321,3365,3394,3411,3441,3468,3502,3527,3583,3600,3643,3646,3702,3708,3751,3791,3803,3841,3879,3893,3944,3952,3996,4015,4053,4087,4120,4129,4184,4207,4227,4262,4288,4328,4362,4388,4405,4430,4474,4495,4528,4570,4591,4629,4649,4674,4701,4732,4777,4795,4823,4853,4901,4928,4958,4992,5005,5032,5063,5106,5122,5156,5182,5222,5255,5289,5318,5352,5358,5406,5418,5452,5489,5513,5551,5567,5598,5643,5683,5700,5717,5750,5793,5808,5840,5879,5910,5945,5958,5992,6017,6053,6097,6115,6164,6169,6204,6249,6285,6297,6317,6350,6404,6434,6442,6483,6514,6540,6560,6602,6629,6674,6696,6724,6761,6784,6806,6845,6877,6895,6942,6950,6989,7032,7060,7065,7105,7149,7173,7213,7240,7249,7300,7307,7344,7395,7423,7433,7479,7497,7544,7547,7582,7617,7658,7665,7724,7753,7771,7795,7824,7862,7890,7915,7948,7995,7996,8032,8077,8096,8118,8156,8187,8217,8239,8271,8317,8348,8362,8415
605,571,525,515,472,447,428,383,348,322,287,258,231,199,192,162,119,100,51,21,0,17,57,83,126,137,175,217,255,272,295,318,374,384,434,463,474,506,555,565,593,631,673,682,732,739,769,818,846,871,909,943,961,1001,1019,1054,1089,1115,1148,1166,1201,1216,1263,1277,1320,1347,1379,1425,1428,1482,1515,1534,1562,1590,1605,1637,1684,1710,1730,1785,1792,1823,1846,1904,1932,1958,1973,2022,2032,2071,2094,2126,2160,2195,2218,2239,2283,2314,2329,2356,2408,2445,2445,2488,2513,2554,2583,2619,2648,2674,2689,2745,2763,2794,2829,2850,2877,2919,2927,2966,2988,3042,3065,3094,3133,3144,3165,3199,3246,3267,3310,3336,3348,3376,3416,3443,3486,3523,3526,3559,3588,3639,3667,3686,3735,3765,3773,3796,3846,3863,3901,3940,3967,3993,4031,4061,4078,4117,4125,4160,4207,4228,4266,4298,4319,4342,4387,4399,4431,4461,4491,4533,4564,4589,4617,4662,4670,4713,4728,4775,4788,4839,4873,4883,4908,4950,4985,4997,5028,5085,5101,5135,5165,5202,5210,5241,5294,5304,5334,5369,5400,5442,5464,5477,5521,5556,5584,5614,5651,5657,5689,5733,5761,5805,5823,5847,5882,5924,5942,5964,6010,6025,6058,6083,6133,6164,6181,6195,6239,6279,6298,6323,6365,6401,6410,6464,6474,6504,6549,6576,6605,6634,6664,6676,6706,6765,6778,6823,6837,6880,6897,6921,6945,6980,7027,7038,7095,7106,7134,7167,7202,7220,7266,7300,7312,7358,7383,7397,7436,7462,7509,7522,7563,7590,7635,7650,7677,7714,7746,7778,7798,7822,7856,7886,7927,7956,7965,8013,8042,8065,8089,8125,8173,8192,8218,8246,8287,8321,8350,8382
